NAMASTE_code,NAMASTE_term,Biomedicine_code,Biomedicine_term,Biomedicine_mapping_type,TM-2_code,TM-2_term,TM-2_mapping_type
J-6,Namash,"2F20.0Z, 2F20.20, 2F20.2Y, 2F20.2Z, XH1XJ3, XH2C28, XH4L78, XH5L25, XH5YN0, XH6AH3","Common acquired melanocytic naevus, unspecified, Congenital melanocytic naevus, NOS, Congenital melanocytic naevus, unspecified, Giant congenital melanocytic naevus, Giant pigmented naevus, NOS, Intermediate and giant congenital naevus, Malignant melanoma arising in giant congenital naevus, Other specified congenital melanocytic naevus, Pigmented naevus, NOS, Proliferative dermal lesion in congenital naevus",semantic_match,SN4F,Birth mark - blackish red disorder (TM2),semantic_match
J-7,Khīlān,,,,SN4F,Birth mark - blackish red disorder (TM2),semantic_match
J-8,Khuḍra wa Sawād,,,,SN4F,Birth mark - blackish red disorder (TM2),semantic_match
J-9,Washm,EH93.0,Tattoos or tattoo reactions,semantic_match,SN4Q,Scar marks disorder (TM2),semantic_match
J-10,Āthār al-Qurūḥ,"9A61.3, EE40.2, EH94, EL50.Z, XM06X6","Aluminium, aluminum ointment (surgical) (topical), Atrophic scarring of the skin, Conjunctival scars, Scar of skin, not elsewhere classified, Unsatisfactory surgical scar of skin, unspecified",semantic_match,SN4Q,Scar marks disorder (TM2),semantic_match
J-11,Āthār al-Judarī,,,,SB7C,Fissured anus disorder (TM1),semantic_match
J-12,Bādushnām,ED90.0Z,"Rosacea, unspecified",semantic_match,SN4J,Black red skin lesion disorder (TM2),semantic_match
J-13,Fasād al-Lawn,"EC23.Y, EC23.Z, ED62.0, ED64, ED6Y, EH70, LC1Y, ME60.1","Abnormal skin pigmentation, Genetic disorders of skin pigmentation, unspecified, Haemosiderin pigmentation of skin, Other specified developmental anomalies of skin pigmentation, Other specified disorders of skin pigmentation, Other specified genetic disorders of skin pigmentation, Pigmentary abnormalities of skin due to drug, Pigmented skin lesion of uncertain nature",semantic_match,SN41,Discoloration of body disorder (TM2),semantic_match
J-14,Taqashshur al-Jild,,,,SN4C,Scaling of scalp and forehead skin disorder (TM2),semantic_match
J-15,Ḥazāz-o-Ibriyya/ Bafā/ Hubayrā/ Qishr al-Ra’s/ Ḥibriyya,"1F28.0, EA81.0, EA81.1, EA81.Z, EA90.50, EG30.0, EG30.1, EG30.Z, EK02.03, NA00.00, NA00.02","Abrasion of scalp, Dermatophytosis of scalp, Erosive pustular dermatosis of scalp, Irritant contact dermatitis due to cosmetics or emollients, Scalp folliculitis, Scalp psoriasis, Seborrhoeic dermatitis of face, Seborrhoeic dermatitis of the scalp, Seborrhoeic dermatitis, unspecified, Skin disorders localised to the scalp, unspecified, Superficial foreign body in scalp",semantic_match,SN91,Dandruff disorder (TM2),semantic_match
J-16,Dā’ al-Tha‘lab,"ED70.20, ED70.21, ED70.2Y, ED70.2Z, ED70.5Z, ED70.Z","Alopecia areata, unspecified, Alopecia totalis, Alopecia, unspecified, Other specified forms of alopecia areata, Patchy alopecia areata of scalp, Scarring alopecia of unknown or unspecified aetiology",semantic_match,SN90,Patchy alopecia disorder (TM2),semantic_match
J-17,Dā’ al-Ḥayya,"ED70.20, ED70.21, ED70.2Z, ED70.5Y, ED70.5Z, ED70.Y, ED70.Z, EG30.Z","Alopecia areata, unspecified, Alopecia totalis, Alopecia, unspecified, Other specified alopecia or hair loss, Patchy alopecia areata of scalp, Scarring alopecia due to other specified cause, Scarring alopecia of unknown or unspecified aetiology, Skin disorders localised to the scalp, unspecified",semantic_match,SN90,Patchy alopecia disorder (TM2),semantic_match
J-18,Intithār al-Sha‘r,"EC21.Y, EC21.Z, ED70.Y, LC30","Developmental defects of hair or hair growth, Genetic defects of hair or hair growth, unspecified, Other specified alopecia or hair loss, Other specified genetic defects of hair or hair growth",semantic_match,SN7Z,"Hair disorders (TM2), unspecified",semantic_match
J-19,‘Illa al-Nu‘āma,"EC92.1, ED70.20, ED70.21, ED70.2Y, ED70.2Z, ED70.5Z, ED70.Y, ED70.Z, ED7Y, EG30.Z, ME66.3, NA00.00, NA00.01, NA00.02, NA00.0Y, XA5Y68","Abrasion of scalp, Alopecia areata, unspecified, Alopecia totalis, Alopecia, unspecified, Contusion of scalp, Other specified alopecia or hair loss, Other specified disorders of hair, Other specified forms of alopecia areata, Other specified superficial injury of scalp, Patchy alopecia areata of scalp, Scalp dysaesthesia, Scalp hair, Scarring alopecia of unknown or unspecified aetiology, Skin disorders localised to the scalp, unspecified, Superficial foreign body in scalp, Symptom or complaint relating to hair or scalp",semantic_match,SN71,Baldness disorder (TM2),semantic_match
J-20,Ṣala‘,"EC21.0, EC21.1, EC21.Y, EC21.Z, EC92.1, ED70.0, ED70.1, ED70.20, ED70.2Z, ED70.5Y, ED70.5Z, ED70.Y, ED70.Z, ED73.Y, ED7Y, ED9Y, EH72.Y, EH72.Z, LC30, ME66.3, NA00.00, NA00.02, NA00.0Y, XA5Y68","Abrasion of scalp, Alopecia areata, unspecified, Alopecia, unspecified, Developmental defects of hair or hair growth, Drug-induced hair abnormalities, unspecified, Female pattern hair loss, Genetic defects of hair or hair growth, unspecified, Genetic defects of the hair shaft, Genetic syndromes with abnormalities of the hair shaft, Male pattern hair loss, Other specified acquired disorders of the hair shaft, Other specified alopecia or hair loss, Other specified disorders involving the hair follicle, Other specified disorders of hair, Other specified drug-induced hair abnormalities, Other specified genetic defects of hair or hair growth, Other specified superficial injury of scalp, Patchy alopecia areata of scalp, Scalp dysaesthesia, Scalp hair, Scarring alopecia due to other specified cause, Scarring alopecia of unknown or unspecified aetiology, Superficial foreign body in scalp, Symptom or complaint relating to hair or scalp",semantic_match,SN71,Baldness disorder (TM2),semantic_match
J-21,Shayb,,,,SN73,Premature greying of hair disorder (TM2),semantic_match
J-22,Taṭwīl al-Sha‘r,,,,SN7Z,"Hair disorders (TM2), unspecified",semantic_match
J-23,Inbāt al-Sha‘r,"EC21.2, EC21.Y, EC21.Z, ED70.20, ED70.21, ED70.2Y, ED70.2Z, ED70.5Z, ED70.Y, ED70.Z, LC30","Alopecia areata, unspecified, Alopecia totalis, Alopecia, unspecified, Developmental defects of hair or hair growth, Genetic defects of hair or hair growth, unspecified, Hereditary alopecia or hypotrichosis, Other specified alopecia or hair loss, Other specified forms of alopecia areata, Other specified genetic defects of hair or hair growth, Patchy alopecia areata of scalp, Scarring alopecia of unknown or unspecified aetiology",semantic_match,SN90,Patchy alopecia disorder (TM2),semantic_match
J-24,Ḥalq al-Sha‘r,XE1T3,"Hair removal preparation, depilatory",semantic_match,SN7Z,"Hair disorders (TM2), unspecified",semantic_match
J-25,Taj‘īd al-Sha‘r,"XA1WH2, XA6DT2, XA78D2, XE7FF","Body hair, Eyebrow hairs, Hair dryer, curling iron, curler, Hair shaft",semantic_match,SN7Z,"Hair disorders (TM2), unspecified",semantic_match
J-26,Tarqīq al-Sha‘r,LC30,Developmental defects of hair or hair growth,semantic_match,SN71,Baldness disorder (TM2),semantic_match
J-27,Tasbīṭ al-Sha‘r,,,,SN90,Patchy alopecia disorder (TM2),semantic_match
J-28,Tashaqquq al-Sha‘r,ED70.Y,Other specified alopecia or hair loss,semantic_match,SN7Z,"Hair disorders (TM2), unspecified",semantic_match
J-29,Namūsa,,,,SN44,Foul body smelling disorder (TM2),semantic_match
J-30,Qummal-o-Ṣi’bān,,,,SN7Z,"Hair disorders (TM2), unspecified",semantic_match
J-31,Qamqām,,,,SN7Z,"Hair disorders (TM2), unspecified",semantic_match
J-32,Ẓufra Ṭalqiyya,,,,SN60,Brittle nails disorder (TM2),semantic_match
J-33,Baraṣ al-Aẓfār,"1F28.1, EA91.5, EC22.0, EE10.0, EE10.1Y, EE10.1Z, EE10.4, EE10.5, EE11.1, EE11.Y, EE11.Z, EE12.Y, EE12.Z, EE13.3, EE13.4, EE13.Y, EE1Y, EE1Z, EH73, LD27.4, ME66.4","Abnormality of nail shape, Abnormality of nail surface, unspecified, Acquired abnormalities of nail colour, unspecified, Dermatophytosis of nail, Disorders of the nail or perionychium, unspecified, Drug-induced nail abnormalities, Genetic syndromes affecting nails, Infections of the nail or perionychium, unspecified, Inherited deformities of nails, Lichen planus of the nails, Nail atrophy, Nail disorder associated with specified dermatosis, Nail disorder associated with specified systemic disease, Nail dystrophy, not otherwise specified, Other abnormalities of nail colour, Other specified abnormality of nail surface, Other specified disorders of the nail or perionychium, Other specified infections of the nail or perionychium, Other specified nail disorder, Symptom or complaint relating to nails, Yellow nail syndrome",semantic_match,SN6Z,"Nail disorders (TM2), unspecified",semantic_match
J-34,Namash al-Aẓfār,,,,SN6Z,"Nail disorders (TM2), unspecified",semantic_match
J-35,Judhām al-Aẓfār,,,,SN60,Brittle nails disorder (TM2),semantic_match
J-36,Tashaquq al-Aẓfār,"EE10.10, EE10.3, EE10.4, EE11.Y, EE11.Z, EE13.3, EE13.4, EE13.Y, EE1Z, EH73, LD27.4, ME66.4, XA0EH9, XA6Q52, XE3EV","Acquired abnormalities of nail colour, unspecified, Disorders of the nail or perionychium, unspecified, Drug-induced nail abnormalities, Fingernails, Genetic syndromes affecting nails, Nail, Nail atrophy, Nail disorder associated with specified dermatosis, Nail disorder associated with specified systemic disease, Nail hypertrophy, Nail pitting, Nail polish, Other abnormalities of nail colour, Other specified nail disorder, Symptom or complaint relating to nails",semantic_match,SN6Z,"Nail disorders (TM2), unspecified",semantic_match
J-37,Ta‘uqquf al-Aẓfār,"EC22.0, EE10.0, EE10.1Y, EE10.1Z, EE10.4, EE10.5, EE10.Y, EE10.Z, EE11.Y, EE11.Z, EE13.0, EE13.3, EE13.4, EE13.5, EE13.Y, EE1Y, EE1Z, EH73, LC31, LD27.4, ME66.4","Abnormality of nail shape, Abnormality of nail surface, unspecified, Acquired abnormalities of nail colour, unspecified, Acquired deformities of the nail plate, unspecified, Developmental defects of the nail apparatus, Disorders of the nail or perionychium, unspecified, Drug-induced nail abnormalities, Eczematous nail dystrophy, Genetic syndromes affecting nails, Inherited deformities of nails, Nail atrophy, Nail disorder associated with specified dermatosis, Nail disorder associated with specified systemic disease, Nail dystrophy, not otherwise specified, Nail fragility, Other abnormalities of nail colour, Other specified abnormality of nail surface, Other specified acquired deformities of the nail plate, Other specified disorders of the nail or perionychium, Other specified nail disorder, Symptom or complaint relating to nails",semantic_match,SN60,Brittle nails disorder (TM2),semantic_match
J-38,Taqallu‘ al-Aẓfār,"1F28.1, EA91.5, EC22.0, EE10.0, EE10.1Y, EE10.1Z, EE10.4, EE10.5, EE10.Y, EE10.Z, EE11.Y, EE11.Z, EE12.Y, EE12.Z, EE13.0, EE13.1Z, EE13.3, EE13.4, EE13.5, EE13.Y, EE1Y, EE1Z, EH73, LC31, LD27.4, ME66.4, NC50, XA1SB3, XA2A53, XA6Q52","Abnormality of nail shape, Abnormality of nail surface, unspecified, Acquired abnormalities of nail colour, unspecified, Acquired deformities of the nail plate, unspecified, Dermatophytosis of nail, Developmental defects of the nail apparatus, Disorders of the nail or perionychium, unspecified, Drug-induced nail abnormalities, Eczematous nail dystrophy, Genetic syndromes affecting nails, Infections of the nail or perionychium, unspecified, Ingrowing nail, unspecified, Inherited deformities of nails, Injury to fingernail, Lichen planus of the nails, Nail, Nail atrophy, Nail bed of index finger, Nail bed of middle finger, Nail disorder associated with specified dermatosis, Nail disorder associated with specified systemic disease, Nail dystrophy, not otherwise specified, Nail fragility, Other abnormalities of nail colour, Other specified abnormality of nail surface, Other specified acquired deformities of the nail plate, Other specified disorders of the nail or perionychium, Other specified infections of the nail or perionychium, Other specified nail disorder, Symptom or complaint relating to nails",semantic_match,SN6Z,"Nail disorders (TM2), unspecified",semantic_match
J-39,Taqaṣṣu‘ al-Aẓfār,"1F28.1, EA91.5, EC22.0, EE10.0, EE10.1Y, EE10.1Z, EE10.2, EE10.3, EE10.4, EE10.Y, EE10.Z, EE11.Z, EE12.Y, EE12.Z, EE13.0, EE13.1Z, EE13.3, EE13.4, EE13.Y, EE1Y, EE1Z, EH73, LC31, ME66.4, XA1SB3, XA2A53, XA6HB9, XA6Q52, XA9N39","Abnormality of nail shape, Abnormality of nail surface, unspecified, Acquired abnormalities of nail colour, unspecified, Acquired deformities of the nail plate, unspecified, Dermatophytosis of nail, Developmental defects of the nail apparatus, Disorders of the nail or perionychium, unspecified, Drug-induced nail abnormalities, Infections of the nail or perionychium, unspecified, Ingrowing nail, unspecified, Inherited deformities of nails, Lichen planus of the nails, Nail, Nail atrophy, Nail bed of index finger, Nail bed of little finger, Nail bed of middle finger, Nail bed of thumb, Nail disorder associated with specified dermatosis, Nail disorder associated with specified systemic disease, Nail fragility, Nail hypertrophy, Onycholysis, Other specified abnormality of nail surface, Other specified acquired deformities of the nail plate, Other specified disorders of the nail or perionychium, Other specified infections of the nail or perionychium, Other specified nail disorder, Symptom or complaint relating to nails","direct_match, semantic_match",SN6Z,"Nail disorders (TM2), unspecified",semantic_match
J-40,Mawt al-Dam,"EE10.1Y, EE10.1Z, EE13.5, EH73","Abnormality of nail surface, unspecified, Drug-induced nail abnormalities, Eczematous nail dystrophy, Other specified abnormality of nail surface",semantic_match,SN6Z,"Nail disorders (TM2), unspecified",semantic_match
J-41,Ṣufra al-Aẓfār,"EE11.1, EE11.Y, EE11.Z","Acquired abnormalities of nail colour, unspecified, Other abnormalities of nail colour, Yellow nail syndrome",semantic_match,SN6Z,"Nail disorders (TM2), unspecified",semantic_match
J-42,Raḍḍ al-Aẓfār,"EC22.0, EE10.0, EE10.10, EE10.1Y, EE10.1Z, EE10.4, EE10.Y, EE10.Z, EE11.Z, EE13.0, EE13.1Y, EE13.1Z, EE13.3, EE13.4, EE13.Y, EE1Z, EH73, LC31, ME66.4, NC50, XA0EH9, XA2A53, XA6Q52","Abnormality of nail shape, Abnormality of nail surface, unspecified, Acquired abnormalities of nail colour, unspecified, Acquired deformities of the nail plate, unspecified, Developmental defects of the nail apparatus, Disorders of the nail or perionychium, unspecified, Drug-induced nail abnormalities, Fingernails, Ingrowing nail, unspecified, Inherited deformities of nails, Injury to fingernail, Nail, Nail atrophy, Nail bed of middle finger, Nail disorder associated with specified dermatosis, Nail disorder associated with specified systemic disease, Nail fragility, Nail pitting, Other specified abnormality of nail surface, Other specified acquired deformities of the nail plate, Other specified ingrowing nail, Other specified nail disorder, Symptom or complaint relating to nails",semantic_match,SN60,Brittle nails disorder (TM2),semantic_match
